model,run,idx,category,prompt,answer,ground_truth,correct,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,latency_ms
o1,4,29,SYMBOLIC_TIME,Ensure the 6 minutes target was achieved.,no,yes,0,188,277,256,465,4000.8
o1,4,56,SYMBOLIC_TIME,Did the customer end up waiting over 60 sec?,yes,yes,1,187,462,448,649,6505.3
o1,4,41,SYMBOLIC_TIME,Did the agent beat the 21 hours deadline?,yes,yes,1,238,527,512,765,5808.1
o1,4,109,SYMBOLIC_METADATA,Confirm 'technical' is present.,yes,yes,1,263,14,0,277,1640.3
o1,4,19,SYMBOLIC_TIME,Was the customer's message acknowledged w/in 18 min?,no,no,1,403,143,128,546,3244.2
o1,4,16,SYMBOLIC_TIME,Was the query addressed within 26 sec?,no,no,1,187,207,192,394,3377.1
o1,4,78,SYMBOLIC_METADATA,Any private comments added?,no,no,1,189,271,256,460,4331.5
o1,4,30,SYMBOLIC_TIME,Did the customer experience a long wait...,no,yes,0,258,206,192,464,3732.8
o1,4,18,SYMBOLIC_TIME,Measure whether the first response took less than 120 hours.,yes,yes,1,217,399,384,616,4822.7
o1,4,12,SYMBOLIC_TIME,Flag slow initial responses.,yes,yes,1,357,142,128,499,2683.5
o1,4,66,SYMBOLIC_METADATA,Is this a whatsapp ticket?,no,no,1,388,85,64,473,2687.5
o1,4,117,SYMBOLIC_COUNT,Pinpoint interactions exceeding 5 back-and-forths.,no,yes,0,242,595,576,837,6655.0
o1,4,118,SYMBOLIC_COUNT,Identify threads where 50 exchanges were not enough.,no,no,1,593,463,448,1056,7340.2
o1,4,143,SYMBOLIC_COUNT,Monitor for exchanges going beyond 13 messages.,no,no,1,308,399,384,707,4438.9
o1,4,164,SYMBOLIC_COUNT,Were there fewer than 17 messages?,yes,no,0,419,782,768,1201,6653.0
o1,4,38,SYMBOLIC_TIME,Was there more than a 25 minutes gap before the response?,no,yes,0,265,783,768,1048,14316.8
o1,4,135,SYMBOLIC_COUNT,Watch for turn counts above 16.,no,yes,0,504,527,512,1031,6999.2
o1,4,104,SYMBOLIC_METADATA,Is this an 'complaint' case?,yes,no,0,187,143,128,330,3910.9
o1,4,67,SYMBOLIC_METADATA,Detect if 'onboarding' label exists.,yes,yes,1,239,79,64,318,4327.5
o1,4,148,SYMBOLIC_COUNT,Did the thread contain at least 50 messages?,no,no,1,593,18,0,611,1361.7
o1,4,2,SYMBOLIC_TIME,assess first-reply promptness.,yes,no,0,220,270,256,490,4871.8
o1,4,98,SYMBOLIC_METADATA,Is 'vip' applied to this ticket?,no,no,1,365,590,576,955,14846.2
o1,4,152,SYMBOLIC_COUNT,Assess whetehr the interaction was streamlined.,no,no,1,130,590,576,720,11591.0
o1,4,159,SYMBOLIC_COUNT,Was the conversation wrapped up before hitting 15 messages?,no,yes,0,499,398,384,897,5688.0
o1,4,75,SYMBOLIC_METADATA,Has this been flagged as 'onboarding'?,yes,yes,1,290,207,192,497,4236.4
o1,4,108,SYMBOLIC_METADATA,Is this a social media conversation?,no,no,1,189,206,192,395,5738.7
o1,4,26,SYMBOLIC_TIME,Did the reply arrive before the 90 sec mark?,yes,yes,1,211,398,384,609,5165.0
gpt-4o,0,156,SYMBOLIC_COUNT,Was the conversation longer than 17 exchanges?,yes,yes,1,540,1,0,541,409.1
gpt-4o,0,145,SYMBOLIC_COUNT,Pinpoint interactions exceeding 19 back-and-forths.,yes,yes,1,593,1,0,594,388.6
gpt-4o,0,101,SYMBOLIC_METADATA,Is this an 'refund' case?,no,yes,0,296,1,0,297,374.0
gpt-4o,0,127,SYMBOLIC_COUNT,Examine if the reply count went above 50.,no,no,1,589,1,0,590,506.9
gpt-4o,0,141,SYMBOLIC_COUNT,Identify threads where 9 exchanges were not enough.,no,yes,0,344,1,0,345,377.3
gpt-4o,0,139,SYMBOLIC_COUNT,Did the conversation have more than 5 turns?,yes,yes,1,312,2,0,314,351.2
gpt-4o,0,42,SYMBOLIC_TIME,Assess whether the 21 min threshold was met.,yes,yes,1,269,1,0,270,423.8
gpt-4o,0,15,SYMBOLIC_TIME,Identify delays in agent response.,no,yes,0,283,1,0,284,232.8
gpt-4o,0,126,SYMBOLIC_COUNT,Monitor for exchanges going beyond 10 messages.,no,yes,0,360,1,0,361,386.3
gpt-4o,0,65,SYMBOLIC_METADATA,Is the 'spam' tag present on this ticket?,yes,yes,1,257,1,0,258,302.1
gpt-4o,0,112,SYMBOLIC_METADATA,Identify if source was chat.,no,no,1,392,1,0,393,4879.0
gpt-4o,0,60,SYMBOLIC_TIME,Examine if the response was sent before the 30 seconds limit.,no,yes,0,283,1,0,284,331.9
gpt-4o,0,45,SYMBOLIC_TIME,Was the 1 min response window honored?,yes,yes,1,287,1,0,288,266.6
gpt-4o,0,51,SYMBOLIC_TIME,Did the agent take longer than 5 min to get back?,yes,yes,1,296,1,0,297,367.9
gpt-4o,0,31,SYMBOLIC_TIME,Was the first contact from the agent made within 180 sec?,no,no,1,240,1,0,241,382.6
gpt-4o,0,9,SYMBOLIC_TIME,Was the first reply sent in under 26 hrs?,no,yes,0,291,1,0,292,278.6
gpt-4o,0,113,SYMBOLIC_METADATA,Identify if source was phone.,yes,yes,1,316,1,0,317,641.0
gpt-4o,0,55,SYMBOLIC_TIME,Ensure the 14 hours target was achieved.,no,no,1,239,1,0,240,398.5
gpt-4o,0,24,SYMBOLIC_TIME,Assess whether the 8 sec threshold was met.,yes,yes,1,223,1,0,224,411.2
gpt-4o,0,155,SYMBOLIC_COUNT,Did more than 14 replies get sent by the agent?,no,no,1,345,1,0,346,305.6
gpt-4o,0,138,SYMBOLIC_COUNT,Was 15 messages enough or did it go longer?,no,yes,0,515,1,0,516,306.4
gpt-4o,0,167,SYMBOLIC_COUNT,Record cases where more than 25 replies were needed.,no,no,1,606,1,0,607,256.4
gpt-4o,0,128,SYMBOLIC_COUNT,Was the message count above 17?,no,no,1,419,1,0,420,529.3
gpt-4o,0,29,SYMBOLIC_TIME,Ensure the 6 minutes target was achieved.,no,yes,0,189,1,0,190,547.7
gpt-4o,0,56,SYMBOLIC_TIME,Did the customer end up waiting over 60 sec?,yes,yes,1,188,1,0,189,423.3
gpt-4o,0,41,SYMBOLIC_TIME,Did the agent beat the 21 hours deadline?,yes,yes,1,239,1,0,240,305.2
gpt-4o,0,109,SYMBOLIC_METADATA,Confirm 'technical' is present.,yes,yes,1,264,1,0,265,496.3
gpt-4o,0,19,SYMBOLIC_TIME,Was the customer's message acknowledged w/in 18 min?,yes,no,0,404,1,0,405,559.1
gpt-4o,0,16,SYMBOLIC_TIME,Was the query addressed within 26 sec?,no,no,1,188,1,0,189,262.1
gpt-4o,0,78,SYMBOLIC_METADATA,Any private comments added?,no,no,1,190,1,0,191,476.4
gpt-4o,0,30,SYMBOLIC_TIME,Did the customer experience a long wait...,no,yes,0,259,1,0,260,481.0
gpt-4o,0,18,SYMBOLIC_TIME,Measure whether the first response took less than 120 hours.,no,yes,0,218,1,0,219,306.5
gpt-4o,0,12,SYMBOLIC_TIME,Flag slow initial responses.,yes,yes,1,358,1,0,359,488.4
gpt-4o,0,66,SYMBOLIC_METADATA,Is this a whatsapp ticket?,no,no,1,389,1,0,390,260.1
gpt-4o,0,117,SYMBOLIC_COUNT,Pinpoint interactions exceeding 5 back-and-forths.,no,yes,0,243,1,0,244,392.2
gpt-4o,0,118,SYMBOLIC_COUNT,Identify threads where 50 exchanges were not enough.,no,no,1,594,1,0,595,512.0
gpt-4o,0,143,SYMBOLIC_COUNT,Monitor for exchanges going beyond 13 messages.,no,no,1,309,1,0,310,899.7
gpt-4o,0,164,SYMBOLIC_COUNT,Were there fewer than 17 messages?,yes,no,0,420,2,0,422,321.2
gpt-4o,0,38,SYMBOLIC_TIME,Was there more than a 25 minutes gap before the response?,no,yes,0,266,1,0,267,320.0
gpt-4o,0,135,SYMBOLIC_COUNT,Watch for turn counts above 16.,no,yes,0,505,1,0,506,351.4
gpt-4o,0,104,SYMBOLIC_METADATA,Is this an 'complaint' case?,yes,no,0,188,1,0,189,336.3
gpt-4o,0,67,SYMBOLIC_METADATA,Detect if 'onboarding' label exists.,yes,yes,1,240,1,0,241,377.8
gpt-4o,0,148,SYMBOLIC_COUNT,Did the thread contain at least 50 messages?,no,no,1,594,1,0,595,408.3
gpt-4o,0,2,SYMBOLIC_TIME,assess first-reply promptness.,yes,no,0,221,1,0,222,329.8
gpt-4o,0,98,SYMBOLIC_METADATA,Is 'vip' applied to this ticket?,no,no,1,366,1,0,367,300.2
gpt-4o,0,152,SYMBOLIC_COUNT,Assess whetehr the interaction was streamlined.,no,no,1,131,2,0,133,282.7
gpt-4o,0,159,SYMBOLIC_COUNT,Was the conversation wrapped up before hitting 15 messages?,yes,yes,1,500,1,0,501,536.5
gpt-4o,0,75,SYMBOLIC_METADATA,Has this been flagged as 'onboarding'?,yes,yes,1,291,1,0,292,300.2
gpt-4o,0,108,SYMBOLIC_METADATA,Is this a social media conversation?,no,no,1,190,1,0,191,254.8
gpt-4o,0,26,SYMBOLIC_TIME,Did the reply arrive before the 90 sec mark?,no,yes,0,212,1,0,213,460.2
gpt-4o,1,156,SYMBOLIC_COUNT,Was the conversation longer than 17 exchanges?,yes,yes,1,540,2,0,542,466.4
gpt-4o,1,145,SYMBOLIC_COUNT,Pinpoint interactions exceeding 19 back-and-forths.,yes,yes,1,593,1,0,594,281.0
gpt-4o,1,101,SYMBOLIC_METADATA,Is this an 'refund' case?,no,yes,0,296,1,0,297,288.4
gpt-4o,1,127,SYMBOLIC_COUNT,Examine if the reply count went above 50.,no,no,1,589,1,0,590,330.9
gpt-4o,1,141,SYMBOLIC_COUNT,Identify threads where 9 exchanges were not enough.,no,yes,0,344,1,0,345,450.2
gpt-4o,1,139,SYMBOLIC_COUNT,Did the conversation have more than 5 turns?,yes,yes,1,312,2,0,314,344.6
gpt-4o,1,42,SYMBOLIC_TIME,Assess whether the 21 min threshold was met.,yes,yes,1,269,1,0,270,412.8
gpt-4o,1,15,SYMBOLIC_TIME,Identify delays in agent response.,no,yes,0,283,1,0,284,525.5
gpt-4o,1,126,SYMBOLIC_COUNT,Monitor for exchanges going beyond 10 messages.,no,yes,0,360,2,0,362,271.8
gpt-4o,1,65,SYMBOLIC_METADATA,Is the 'spam' tag present on this ticket?,yes,yes,1,257,1,0,258,247.2
gpt-4o,1,112,SYMBOLIC_METADATA,Identify if source was chat.,no,no,1,392,1,0,393,564.6
gpt-4o,1,60,SYMBOLIC_TIME,Examine if the response was sent before the 30 seconds limit.,no,yes,0,283,1,0,284,228.5
gpt-4o,1,45,SYMBOLIC_TIME,Was the 1 min response window honored?,yes,yes,1,287,1,0,288,301.4
gpt-4o,1,51,SYMBOLIC_TIME,Did the agent take longer than 5 min to get back?,yes,yes,1,296,2,0,298,421.5
gpt-4o,1,31,SYMBOLIC_TIME,Was the first contact from the agent made within 180 sec?,no,no,1,240,1,0,241,755.1
gpt-4o,1,9,SYMBOLIC_TIME,Was the first reply sent in under 26 hrs?,no,yes,0,291,1,0,292,431.7
gpt-4o,1,113,SYMBOLIC_METADATA,Identify if source was phone.,yes,yes,1,316,1,0,317,325.6
gpt-4o,1,55,SYMBOLIC_TIME,Ensure the 14 hours target was achieved.,no,no,1,239,1,0,240,326.7
gpt-4o,1,24,SYMBOLIC_TIME,Assess whether the 8 sec threshold was met.,no,yes,0,223,1,0,224,317.3
gpt-4o,1,155,SYMBOLIC_COUNT,Did more than 14 replies get sent by the agent?,no,no,1,345,1,0,346,429.3
gpt-4o,1,138,SYMBOLIC_COUNT,Was 15 messages enough or did it go longer?,no,yes,0,515,1,0,516,317.5
gpt-4o,1,167,SYMBOLIC_COUNT,Record cases where more than 25 replies were needed.,no,no,1,606,1,0,607,267.2
gpt-4o,1,128,SYMBOLIC_COUNT,Was the message count above 17?,no,no,1,419,1,0,420,251.7
gpt-4o,1,29,SYMBOLIC_TIME,Ensure the 6 minutes target was achieved.,no,yes,0,189,1,0,190,546.3
gpt-4o,1,56,SYMBOLIC_TIME,Did the customer end up waiting over 60 sec?,yes,yes,1,188,1,0,189,429.8
gpt-4o,1,41,SYMBOLIC_TIME,Did the agent beat the 21 hours deadline?,yes,yes,1,239,1,0,240,534.9
gpt-4o,1,109,SYMBOLIC_METADATA,Confirm 'technical' is present.,yes,yes,1,264,1,0,265,329.4
gpt-4o,1,19,SYMBOLIC_TIME,Was the customer's message acknowledged w/in 18 min?,yes,no,0,404,1,0,405,265.5
gpt-4o,1,16,SYMBOLIC_TIME,Was the query addressed within 26 sec?,no,no,1,188,1,0,189,442.1
gpt-4o,1,78,SYMBOLIC_METADATA,Any private comments added?,no,no,1,190,1,0,191,327.2
gpt-4o,1,30,SYMBOLIC_TIME,Did the customer experience a long wait...,no,yes,0,259,1,0,260,431.6
gpt-4o,1,18,SYMBOLIC_TIME,Measure whether the first response took less than 120 hours.,no,yes,0,218,1,0,219,645.2
gpt-4o,1,12,SYMBOLIC_TIME,Flag slow initial responses.,yes,yes,1,358,1,0,359,292.2
gpt-4o,1,66,SYMBOLIC_METADATA,Is this a whatsapp ticket?,no,no,1,389,1,0,390,419.6
gpt-4o,1,117,SYMBOLIC_COUNT,Pinpoint interactions exceeding 5 back-and-forths.,no,yes,0,243,1,0,244,307.4
gpt-4o,1,118,SYMBOLIC_COUNT,Identify threads where 50 exchanges were not enough.,no,no,1,594,1,0,595,404.8
gpt-4o,1,143,SYMBOLIC_COUNT,Monitor for exchanges going beyond 13 messages.,no,no,1,309,1,0,310,467.3
gpt-4o,1,164,SYMBOLIC_COUNT,Were there fewer than 17 messages?,yes,no,0,420,1,0,421,323.5
gpt-4o,1,38,SYMBOLIC_TIME,Was there more than a 25 minutes gap before the response?,no,yes,0,266,1,0,267,397.6
gpt-4o,1,135,SYMBOLIC_COUNT,Watch for turn counts above 16.,no,yes,0,505,1,0,506,650.4
gpt-4o,1,104,SYMBOLIC_METADATA,Is this an 'complaint' case?,yes,no,0,188,1,0,189,285.3
gpt-4o,1,67,SYMBOLIC_METADATA,Detect if 'onboarding' label exists.,yes,yes,1,240,1,0,241,379.1
gpt-4o,1,148,SYMBOLIC_COUNT,Did the thread contain at least 50 messages?,no,no,1,594,1,0,595,376.8
gpt-4o,1,2,SYMBOLIC_TIME,assess first-reply promptness.,yes,no,0,221,1,0,222,471.3
gpt-4o,1,98,SYMBOLIC_METADATA,Is 'vip' applied to this ticket?,no,no,1,366,1,0,367,282.9
gpt-4o,1,152,SYMBOLIC_COUNT,Assess whetehr the interaction was streamlined.,no,no,1,131,1,0,132,264.6
gpt-4o,1,159,SYMBOLIC_COUNT,Was the conversation wrapped up before hitting 15 messages?,yes,yes,1,500,1,0,501,379.4
gpt-4o,1,75,SYMBOLIC_METADATA,Has this been flagged as 'onboarding'?,yes,yes,1,291,1,0,292,259.5
gpt-4o,1,108,SYMBOLIC_METADATA,Is this a social media conversation?,no,no,1,190,1,0,191,375.9
gpt-4o,1,26,SYMBOLIC_TIME,Did the reply arrive before the 90 sec mark?,no,yes,0,212,1,0,213,390.1
gpt-4o,2,156,SYMBOLIC_COUNT,Was the conversation longer than 17 exchanges?,yes,yes,1,540,2,0,542,761.2
gpt-4o,2,145,SYMBOLIC_COUNT,Pinpoint interactions exceeding 19 back-and-forths.,yes,yes,1,593,1,0,594,255.7
gpt-4o,2,101,SYMBOLIC_METADATA,Is this an 'refund' case?,no,yes,0,296,1,0,297,241.8
gpt-4o,2,127,SYMBOLIC_COUNT,Examine if the reply count went above 50.,no,no,1,589,1,0,590,257.4
gpt-4o,2,141,SYMBOLIC_COUNT,Identify threads where 9 exchanges were not enough.,no,yes,0,344,1,0,345,346.0
gpt-4o,2,139,SYMBOLIC_COUNT,Did the conversation have more than 5 turns?,yes,yes,1,312,2,0,314,323.0
gpt-4o,2,42,SYMBOLIC_TIME,Assess whether the 21 min threshold was met.,yes,yes,1,269,1,0,270,294.3
gpt-4o,2,15,SYMBOLIC_TIME,Identify delays in agent response.,no,yes,0,283,1,0,284,456.4
gpt-4o,2,126,SYMBOLIC_COUNT,Monitor for exchanges going beyond 10 messages.,no,yes,0,360,1,0,361,234.8
gpt-4o,2,65,SYMBOLIC_METADATA,Is the 'spam' tag present on this ticket?,yes,yes,1,257,1,0,258,395.4
gpt-4o,2,112,SYMBOLIC_METADATA,Identify if source was chat.,no,no,1,392,1,0,393,332.9
gpt-4o,2,60,SYMBOLIC_TIME,Examine if the response was sent before the 30 seconds limit.,no,yes,0,283,1,0,284,272.8
gpt-4o,2,45,SYMBOLIC_TIME,Was the 1 min response window honored?,yes,yes,1,287,1,0,288,467.2
gpt-4o,2,51,SYMBOLIC_TIME,Did the agent take longer than 5 min to get back?,yes,yes,1,296,1,0,297,417.2
gpt-4o,2,31,SYMBOLIC_TIME,Was the first contact from the agent made within 180 sec?,no,no,1,240,1,0,241,323.6
gpt-4o,2,9,SYMBOLIC_TIME,Was the first reply sent in under 26 hrs?,no,yes,0,291,2,0,293,374.5
gpt-4o,2,113,SYMBOLIC_METADATA,Identify if source was phone.,yes,yes,1,316,1,0,317,295.6
gpt-4o,2,55,SYMBOLIC_TIME,Ensure the 14 hours target was achieved.,no,no,1,239,1,0,240,320.1
gpt-4o,2,24,SYMBOLIC_TIME,Assess whether the 8 sec threshold was met.,no,yes,0,223,1,0,224,294.6
gpt-4o,2,155,SYMBOLIC_COUNT,Did more than 14 replies get sent by the agent?,no,no,1,345,1,0,346,328.4
gpt-4o,2,138,SYMBOLIC_COUNT,Was 15 messages enough or did it go longer?,no,yes,0,515,1,0,516,232.0
gpt-4o,2,167,SYMBOLIC_COUNT,Record cases where more than 25 replies were needed.,no,no,1,606,1,0,607,619.5
gpt-4o,2,128,SYMBOLIC_COUNT,Was the message count above 17?,no,no,1,419,1,0,420,498.5
gpt-4o,2,29,SYMBOLIC_TIME,Ensure the 6 minutes target was achieved.,no,yes,0,189,1,0,190,454.7
gpt-4o,2,56,SYMBOLIC_TIME,Did the customer end up waiting over 60 sec?,yes,yes,1,188,1,0,189,278.7
gpt-4o,2,41,SYMBOLIC_TIME,Did the agent beat the 21 hours deadline?,yes,yes,1,239,1,0,240,305.7
gpt-4o,2,109,SYMBOLIC_METADATA,Confirm 'technical' is present.,yes,yes,1,264,2,0,266,345.4
gpt-4o,2,19,SYMBOLIC_TIME,Was the customer's message acknowledged w/in 18 min?,yes,no,0,404,1,0,405,333.0
gpt-4o,2,16,SYMBOLIC_TIME,Was the query addressed within 26 sec?,no,no,1,188,1,0,189,263.7
gpt-4o,2,78,SYMBOLIC_METADATA,Any private comments added?,no,no,1,190,1,0,191,285.3
gpt-4o,2,30,SYMBOLIC_TIME,Did the customer experience a long wait...,no,yes,0,259,2,0,261,267.7
gpt-4o,2,18,SYMBOLIC_TIME,Measure whether the first response took less than 120 hours.,no,yes,0,218,1,0,219,422.3
gpt-4o,2,12,SYMBOLIC_TIME,Flag slow initial responses.,yes,yes,1,358,2,0,360,345.1
gpt-4o,2,66,SYMBOLIC_METADATA,Is this a whatsapp ticket?,no,no,1,389,1,0,390,375.8
gpt-4o,2,117,SYMBOLIC_COUNT,Pinpoint interactions exceeding 5 back-and-forths.,no,yes,0,243,1,0,244,291.8
gpt-4o,2,118,SYMBOLIC_COUNT,Identify threads where 50 exchanges were not enough.,no,no,1,594,1,0,595,254.8
gpt-4o,2,143,SYMBOLIC_COUNT,Monitor for exchanges going beyond 13 messages.,no,no,1,309,1,0,310,686.8
gpt-4o,2,164,SYMBOLIC_COUNT,Were there fewer than 17 messages?,yes,no,0,420,1,0,421,492.3
gpt-4o,2,38,SYMBOLIC_TIME,Was there more than a 25 minutes gap before the response?,no,yes,0,266,1,0,267,512.0
gpt-4o,2,135,SYMBOLIC_COUNT,Watch for turn counts above 16.,no,yes,0,505,1,0,506,509.1
gpt-4o,2,104,SYMBOLIC_METADATA,Is this an 'complaint' case?,yes,no,0,188,1,0,189,241.4
gpt-4o,2,67,SYMBOLIC_METADATA,Detect if 'onboarding' label exists.,yes,yes,1,240,1,0,241,432.2
gpt-4o,2,148,SYMBOLIC_COUNT,Did the thread contain at least 50 messages?,no,no,1,594,1,0,595,349.1
gpt-4o,2,2,SYMBOLIC_TIME,assess first-reply promptness.,yes,no,0,221,1,0,222,276.3
gpt-4o,2,98,SYMBOLIC_METADATA,Is 'vip' applied to this ticket?,no,no,1,366,1,0,367,341.6
gpt-4o,2,152,SYMBOLIC_COUNT,Assess whetehr the interaction was streamlined.,no,no,1,131,1,0,132,238.8
gpt-4o,2,159,SYMBOLIC_COUNT,Was the conversation wrapped up before hitting 15 messages?,yes,yes,1,500,1,0,501,263.2
gpt-4o,2,75,SYMBOLIC_METADATA,Has this been flagged as 'onboarding'?,yes,yes,1,291,1,0,292,278.1
gpt-4o,2,108,SYMBOLIC_METADATA,Is this a social media conversation?,no,no,1,190,1,0,191,311.1
gpt-4o,2,26,SYMBOLIC_TIME,Did the reply arrive before the 90 sec mark?,no,yes,0,212,1,0,213,244.0
gpt-4o,3,156,SYMBOLIC_COUNT,Was the conversation longer than 17 exchanges?,yes,yes,1,540,1,0,541,253.9
gpt-4o,3,145,SYMBOLIC_COUNT,Pinpoint interactions exceeding 19 back-and-forths.,yes,yes,1,593,1,0,594,227.5
gpt-4o,3,101,SYMBOLIC_METADATA,Is this an 'refund' case?,no,yes,0,296,1,0,297,256.1
gpt-4o,3,127,SYMBOLIC_COUNT,Examine if the reply count went above 50.,no,no,1,589,1,0,590,292.3
gpt-4o,3,141,SYMBOLIC_COUNT,Identify threads where 9 exchanges were not enough.,no,yes,0,344,1,0,345,448.0
gpt-4o,3,139,SYMBOLIC_COUNT,Did the conversation have more than 5 turns?,yes,yes,1,312,2,0,314,398.5
gpt-4o,3,42,SYMBOLIC_TIME,Assess whether the 21 min threshold was met.,yes,yes,1,269,1,0,270,284.1
gpt-4o,3,15,SYMBOLIC_TIME,Identify delays in agent response.,no,yes,0,283,1,0,284,308.5
gpt-4o,3,126,SYMBOLIC_COUNT,Monitor for exchanges going beyond 10 messages.,no,yes,0,360,2,0,362,276.1
gpt-4o,3,65,SYMBOLIC_METADATA,Is the 'spam' tag present on this ticket?,yes,yes,1,257,1,0,258,436.8
gpt-4o,3,112,SYMBOLIC_METADATA,Identify if source was chat.,no,no,1,392,1,0,393,415.1
gpt-4o,3,60,SYMBOLIC_TIME,Examine if the response was sent before the 30 seconds limit.,no,yes,0,283,1,0,284,249.8
gpt-4o,3,45,SYMBOLIC_TIME,Was the 1 min response window honored?,yes,yes,1,287,1,0,288,306.8
gpt-4o,3,51,SYMBOLIC_TIME,Did the agent take longer than 5 min to get back?,yes,yes,1,296,1,0,297,425.3
gpt-4o,3,31,SYMBOLIC_TIME,Was the first contact from the agent made within 180 sec?,no,no,1,240,1,0,241,447.8
gpt-4o,3,9,SYMBOLIC_TIME,Was the first reply sent in under 26 hrs?,no,yes,0,291,1,0,292,302.4
gpt-4o,3,113,SYMBOLIC_METADATA,Identify if source was phone.,yes,yes,1,316,1,0,317,282.7
gpt-4o,3,55,SYMBOLIC_TIME,Ensure the 14 hours target was achieved.,no,no,1,239,1,0,240,373.2
gpt-4o,3,24,SYMBOLIC_TIME,Assess whether the 8 sec threshold was met.,no,yes,0,223,2,0,225,286.8
gpt-4o,3,155,SYMBOLIC_COUNT,Did more than 14 replies get sent by the agent?,no,no,1,345,1,0,346,525.5
gpt-4o,3,138,SYMBOLIC_COUNT,Was 15 messages enough or did it go longer?,no,yes,0,515,1,0,516,454.4
gpt-4o,3,167,SYMBOLIC_COUNT,Record cases where more than 25 replies were needed.,no,no,1,606,1,0,607,432.9
gpt-4o,3,128,SYMBOLIC_COUNT,Was the message count above 17?,no,no,1,419,1,0,420,289.6
gpt-4o,3,29,SYMBOLIC_TIME,Ensure the 6 minutes target was achieved.,no,yes,0,189,1,0,190,240.8
gpt-4o,3,56,SYMBOLIC_TIME,Did the customer end up waiting over 60 sec?,yes,yes,1,188,1,0,189,390.3
gpt-4o,3,41,SYMBOLIC_TIME,Did the agent beat the 21 hours deadline?,yes,yes,1,239,1,0,240,248.2
gpt-4o,3,109,SYMBOLIC_METADATA,Confirm 'technical' is present.,yes,yes,1,264,1,0,265,272.5
gpt-4o,3,19,SYMBOLIC_TIME,Was the customer's message acknowledged w/in 18 min?,yes,no,0,404,1,0,405,437.6
gpt-4o,3,16,SYMBOLIC_TIME,Was the query addressed within 26 sec?,no,no,1,188,1,0,189,252.7
gpt-4o,3,78,SYMBOLIC_METADATA,Any private comments added?,no,no,1,190,2,0,192,333.3
gpt-4o,3,30,SYMBOLIC_TIME,Did the customer experience a long wait...,no,yes,0,259,2,0,261,396.7
gpt-4o,3,18,SYMBOLIC_TIME,Measure whether the first response took less than 120 hours.,no,yes,0,218,1,0,219,410.2
gpt-4o,3,12,SYMBOLIC_TIME,Flag slow initial responses.,yes,yes,1,358,1,0,359,478.0
gpt-4o,3,66,SYMBOLIC_METADATA,Is this a whatsapp ticket?,no,no,1,389,1,0,390,421.0
gpt-4o,3,117,SYMBOLIC_COUNT,Pinpoint interactions exceeding 5 back-and-forths.,no,yes,0,243,1,0,244,366.7
gpt-4o,3,118,SYMBOLIC_COUNT,Identify threads where 50 exchanges were not enough.,no,no,1,594,1,0,595,373.2
gpt-4o,3,143,SYMBOLIC_COUNT,Monitor for exchanges going beyond 13 messages.,no,no,1,309,1,0,310,244.1
gpt-4o,3,164,SYMBOLIC_COUNT,Were there fewer than 17 messages?,yes,no,0,420,1,0,421,673.3
gpt-4o,3,38,SYMBOLIC_TIME,Was there more than a 25 minutes gap before the response?,no,yes,0,266,1,0,267,410.6
gpt-4o,3,135,SYMBOLIC_COUNT,Watch for turn counts above 16.,no,yes,0,505,1,0,506,509.6
gpt-4o,3,104,SYMBOLIC_METADATA,Is this an 'complaint' case?,yes,no,0,188,1,0,189,306.6
gpt-4o,3,67,SYMBOLIC_METADATA,Detect if 'onboarding' label exists.,yes,yes,1,240,1,0,241,411.7
gpt-4o,3,148,SYMBOLIC_COUNT,Did the thread contain at least 50 messages?,no,no,1,594,1,0,595,309.3
gpt-4o,3,2,SYMBOLIC_TIME,assess first-reply promptness.,yes,no,0,221,1,0,222,305.3
gpt-4o,3,98,SYMBOLIC_METADATA,Is 'vip' applied to this ticket?,no,no,1,366,1,0,367,257.3
gpt-4o,3,152,SYMBOLIC_COUNT,Assess whetehr the interaction was streamlined.,no,no,1,131,1,0,132,281.3
gpt-4o,3,159,SYMBOLIC_COUNT,Was the conversation wrapped up before hitting 15 messages?,yes,yes,1,500,1,0,501,424.7
gpt-4o,3,75,SYMBOLIC_METADATA,Has this been flagged as 'onboarding'?,yes,yes,1,291,1,0,292,402.5
gpt-4o,3,108,SYMBOLIC_METADATA,Is this a social media conversation?,no,no,1,190,1,0,191,260.8
gpt-4o,3,26,SYMBOLIC_TIME,Did the reply arrive before the 90 sec mark?,no,yes,0,212,1,0,213,312.4
gpt-4o,4,156,SYMBOLIC_COUNT,Was the conversation longer than 17 exchanges?,yes,yes,1,540,1,0,541,477.1
gpt-4o,4,145,SYMBOLIC_COUNT,Pinpoint interactions exceeding 19 back-and-forths.,yes,yes,1,593,1,0,594,249.0
gpt-4o,4,101,SYMBOLIC_METADATA,Is this an 'refund' case?,no,yes,0,296,1,0,297,294.0
gpt-4o,4,127,SYMBOLIC_COUNT,Examine if the reply count went above 50.,no,no,1,589,1,0,590,233.2
gpt-4o,4,141,SYMBOLIC_COUNT,Identify threads where 9 exchanges were not enough.,no,yes,0,344,1,0,345,437.4
gpt-4o,4,139,SYMBOLIC_COUNT,Did the conversation have more than 5 turns?,yes,yes,1,312,2,0,314,345.5
gpt-4o,4,42,SYMBOLIC_TIME,Assess whether the 21 min threshold was met.,yes,yes,1,269,1,0,270,335.8
