prompt,category,subcategory,true_params,extracted_params,extracted_any,match_threshold,match_unit,match_subtype,match_value,correct
Assess whether the 26 seconds threshold was met.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 26, ""unit"": ""seconds""}","{""threshold"": 26.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Pinpoint interactions exceeding 50 back-and-forths.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 50}","{""threshold"": 50}",True,True,True,True,True,True
Was this submitted via SMS?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""SMS""}","{""subtype"": ""channel"", ""value"": ""sms""}",True,True,True,True,True,True
Detect if 'escalated' label exists.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""escalated""}","{""subtype"": ""tag"", ""value"": ""escalated""}",True,True,True,True,True,True
Examine if the reply count went above 15.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 15}","{""threshold"": 15}",True,True,True,True,True,True
Verify ticket has 'duplicate' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""duplicate""}","{""subtype"": ""tag"", ""value"": ""duplicate""}",True,True,True,True,True,True
Does the ticket have the 'high-priority' label?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""high-priority""}","{""subtype"": ""tag"", ""value"": ""high-priority""}",True,True,True,True,True,True
Did the conversation stay under 3 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 3}","{""threshold"": 3}",True,True,True,True,True,True
Measure whether the first response took less than 20 min.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 20, ""unit"": ""min""}","{""threshold"": 20.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the customer contacted back within 22 sec?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 22, ""unit"": ""sec""}","{""threshold"": 22.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Highlight conversations running past 6 turns.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
Did the customer end up waiting over 27 hrs?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 27, ""unit"": ""hrs""}","{""threshold"": 27.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Filter for phone tickets.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""phone""}","{""subtype"": ""channel"", ""value"": ""phone""}",True,True,True,True,True,True
Is the 'complaint' tag present on this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""complaint""}","{""subtype"": ""tag"", ""value"": ""complaint""}",True,True,True,True,True,True
Check if tagged as 'urgent'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""urgent""}","{""subtype"": ""tag"", ""value"": ""urgent""}",True,True,True,True,True,True
Check if the reply came within 22 sec.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 22, ""unit"": ""sec""}","{""threshold"": 22.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Confirm 'legal' is present.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""legal""}","{""subtype"": ""tag"", ""value"": ""legal""}",True,True,True,True,True,True
Check if channel is SMS.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""SMS""}","{""subtype"": ""channel"", ""value"": ""sms""}",True,True,True,True,True,True
Assess whether 9 messages was sufficient.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 9}","{""threshold"": 9}",True,True,True,True,True,True
Is 'follow-up' applied to this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""follow-up""}","{""subtype"": ""tag"", ""value"": ""follow-up""}",True,True,True,True,True,True
Log responses that exceeded the 11 sec mark.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 11, ""unit"": ""sec""}","{""threshold"": 11.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Identify threads where 50 exchanges were not enough.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 50}","{""threshold"": 50}",True,True,True,True,True,True
Was the initial response to the customer sent within 29 min?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 29, ""unit"": ""min""}","{""threshold"": 29.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Is this a web form conversation?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""web form""}",,False,False,False,False,False,False
Are there internal notes in this convesation?,SYMBOLIC_METADATA,meta_notes,"{""subtype"": ""notes"", ""value"": null}","{""subtype"": ""notes"", ""value"": null}",True,True,True,True,True,True
Are there intetnal notes in this cinversation?,SYMBOLIC_METADATA,meta_notes,"{""subtype"": ""notes"", ""value"": null}",,False,False,False,False,False,False
Was the delay between customer message and agent reply under 12 min?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 12, ""unit"": ""min""}","{""threshold"": 12.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the delay between customer message and agent reply under 20 hrs?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 20, ""unit"": ""hrs""}","{""threshold"": 20.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the wait time w/in acceptable limits?,SYMBOLIC_TIME,time_implicit,"{""threshold"": 22, ""unit"": ""seconds""}",,False,False,False,False,False,False
Is this a social media ticket?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""social media""}",,False,False,False,False,False,False
Did the agent beat the 28 min deadline?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 28, ""unit"": ""min""}","{""threshold"": 28.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
was there a quick turnaround on the response?,SYMBOLIC_TIME,time_implicit,"{""threshold"": 7, ""unit"": ""min""}",,False,False,False,False,False,False
assess whether the turn count exceeded 30.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 30}","{""threshold"": 30}",True,True,True,True,True,True
Was the customer kept waiting beyond 29 hrs?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 29, ""unit"": ""hrs""}","{""threshold"": 29.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Is 'high-priority' applied to this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""high-priority""}","{""subtype"": ""tag"", ""value"": ""high-priority""}",True,True,True,True,True,True
Pinpoint interactions exceeding 3 back-and-forths.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 3}","{""threshold"": 3}",True,True,True,True,True,True
Idemtofy poor eesponse speed.,SYMBOLIC_TIME,time_implicit,"{""threshold"": 3, ""unit"": ""minutes""}",,False,False,False,False,False,False
Was the customer's message acknowledged within 300 minutes?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 300, ""unit"": ""minutes""}","{""threshold"": 300.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Is the 'technical' tag present on this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""technical""}","{""subtype"": ""tag"", ""value"": ""technical""}",True,True,True,True,True,True
Note if the response gap was wider than 21 seconds.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 21, ""unit"": ""seconds""}","{""threshold"": 21.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the reply arrive before the 27 seconds mark?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 27, ""unit"": ""seconds""}","{""threshold"": 27.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Check uf more than 30 turns occutres.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 30}","{""threshold"": 30}",True,True,True,True,True,True
Ensure the 6 minutes target was achieved.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 6, ""unit"": ""minutes""}","{""threshold"": 6.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Were more than 3 back-and-forth exchanges needed?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 3}","{""threshold"": 3}",True,True,True,True,True,True
test whether the reply met the 30 hours requirement.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 30, ""unit"": ""hours""}","{""threshold"": 30.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Has this been flagged as 'complaint'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""complaint""}","{""subtype"": ""tag"", ""value"": ""complaint""}",True,True,True,True,True,True
Verify ticket has 'refund' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""refund""}","{""subtype"": ""tag"", ""value"": ""refund""}",True,True,True,True,True,True
Verify ticket has 'spam' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""spam""}","{""subtype"": ""tag"", ""value"": ""spam""}",True,True,True,True,True,True
Was there a quick turnaround on the response?,SYMBOLIC_TIME,time_implicit,"{""threshold"": 29, ""unit"": ""min""}",,False,False,False,False,False,False
Watch for turn counts above 25.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 25}","{""threshold"": 25}",True,True,True,True,True,True
Did the agent take longer than 7 hours to get back?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 7, ""unit"": ""hours""}","{""threshold"": 7.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Flag if the conversation exceeded 11 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 11}","{""threshold"": 11}",True,True,True,True,True,True
Check if more than 9 turns occurred.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 9}","{""threshold"": 9}",True,True,True,True,True,True
Did the conversation overshoot a reasonable length?,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 12}",,False,False,False,False,False,False
record whether the customer waited beyond 25 sec.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 25, ""unit"": ""sec""}","{""threshold"": 25.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Is 'billing' applied to this ticket??,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""billing""}","{""subtype"": ""tag"", ""value"": ""billing""}",True,True,True,True,True,True
Did the thread contain at least 4 messages?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 4}","{""threshold"": 4}",True,True,True,True,True,True
Measure whether the first response took less than 3 hrs.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 3, ""unit"": ""hrs""}","{""threshold"": 3.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Report whether 16 exchanges were exceeded.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 16}","{""threshold"": 16}",True,True,True,True,True,True
Test whether fewer than 15 turns were used.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 15}","{""threshold"": 15}",True,True,True,True,True,True
Is the 'spam' tag present on this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""spam""}","{""subtype"": ""tag"", ""value"": ""spam""}",True,True,True,True,True,True
Track if the turnaround time surpassed 18 seconds.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 18, ""unit"": ""seconds""}","{""threshold"": 18.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Identify threads where 8 exchanges were not enough.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 8}","{""threshold"": 8}",True,True,True,True,True,True
Identify if more than 7 replies were sent.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 7}","{""threshold"": 7}",True,True,True,True,True,True
Did the exchange exceed 17 messages?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Is the 'bug' tag present on this tivket,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""bug""}","{""subtype"": ""tag"", ""value"": ""bug""}",True,True,True,True,True,True
Watch for turn coubts above 17.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Flag if the convesation exceeded 25 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 25}","{""threshold"": 25}",True,True,True,True,True,True
Did the agent meet the 180 seconds response target?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 180, ""unit"": ""seconds""}","{""threshold"": 180.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Did it go over 8 exchanges before reaching resolution?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 8}","{""threshold"": 8}",True,True,True,True,True,True
Evaluate if resolved within 18 turns.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 18}","{""threshold"": 18}",True,True,True,True,True,True
Was there a noticeable delay?,SYMBOLIC_TIME,time_implicit,"{""threshold"": 7, ""unit"": ""sec""}",,False,False,False,False,False,False
Did the interaction require over 12 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 12}","{""threshold"": 12}",True,True,True,True,True,True
was message count above 13?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
Determine if first response exceeded 10 minutes.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 10, ""unit"": ""minutes""}","{""threshold"": 10.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Assess whetehr the interaction was streamlined.,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 3}",,False,False,False,False,False,False
Detect if 'bug' label exists.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""bug""}","{""subtype"": ""tag"", ""value"": ""bug""}",True,True,True,True,True,True
Detect social media conversations.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""social media""}",,False,False,False,False,False,False
Spot inefficient conversation patterns.,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 50}",,False,False,False,False,False,False
Has this been flagged as 'high-priority'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""high-priority""}","{""subtype"": ""tag"", ""value"": ""high-priority""}",True,True,True,True,True,True
Any non-public messages from the agent?,SYMBOLIC_METADATA,meta_notes,"{""subtype"": ""notes"", ""value"": null}",,False,False,False,False,False,False
Does the ticket have the 'bug' label?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""bug""}","{""subtype"": ""tag"", ""value"": ""bug""}",True,True,True,True,True,True
Was the agent's first message within 25 hrs of the query?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 25, ""unit"": ""hrs""}","{""threshold"": 25.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
sudit thr response against the 18 swc stamdqrd.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 18, ""unit"": ""sec""}",,False,False,False,False,False,False
Was there more than a 180 hours gap before the response?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 180, ""unit"": ""hours""}","{""threshold"": 180.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Has this been flagged as 'technical'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""technical""}","{""subtype"": ""tag"", ""value"": ""technical""}",True,True,True,True,True,True
Did the agent's response arrive in under 17 hrs?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 17, ""unit"": ""hrs""}","{""threshold"": 17.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the customer have to wait more than 30 sec for a reply?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 30, ""unit"": ""sec""}","{""threshold"": 30.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Was the conversation longer than 9 exchanges?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 9}","{""threshold"": 9}",True,True,True,True,True,True
Is this marked as 'refund'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""refund""}","{""subtype"": ""tag"", ""value"": ""refund""}",True,True,True,True,True,True
Was it tagged 'feedback'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feedback""}","{""subtype"": ""tag"", ""value"": ""feedback""}",True,True,True,True,True,True
Check if tagged as 'sensitive'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""sensitive""}","{""subtype"": ""tag"", ""value"": ""sensitive""}",True,True,True,True,True,True
Measure if the total messages crossed 50.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 50}","{""threshold"": 50}",True,True,True,True,True,True
Check if channel is phone.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""phone""}","{""subtype"": ""channel"", ""value"": ""phone""}",True,True,True,True,True,True
Detect if 'feature-request' label exists.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feature-request""}","{""subtype"": ""tag"", ""value"": ""feature-request""}",True,True,True,True,True,True
Check if tagged as 'high-priority'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""high-priority""}","{""subtype"": ""tag"", ""value"": ""high-priority""}",True,True,True,True,True,True
Is the 'resolved' tag present on this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""resolved""}","{""subtype"": ""tag"", ""value"": ""resolved""}",True,True,True,True,True,True
is the 'follow-up' tag present on this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""follow-up""}","{""subtype"": ""tag"", ""value"": ""follow-up""}",True,True,True,True,True,True
Catalog threads over 10 exchanges long.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 10}","{""threshold"": 10}",True,True,True,True,True,True
Detect lengthy interactions over 50 exchanges.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 50}","{""threshold"": 50}",True,True,True,True,True,True
Did agent's response arrive in under 1 minutes...,SYMBOLIC_TIME,time_explicit,"{""threshold"": 1, ""unit"": ""minutes""}","{""threshold"": 1.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the interaction require over 50 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 50}","{""threshold"": 50}",True,True,True,True,True,True
Report whether the 7 minutes window was breached.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 7, ""unit"": ""minutes""}","{""threshold"": 7.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Was the customer contacted back within 180 hours?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 180, ""unit"": ""hours""}","{""threshold"": 180.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the first reply take less than 27 min?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 27, ""unit"": ""min""}","{""threshold"": 27.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the agent's reply come through within the 14 hrs cutoff?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 14, ""unit"": ""hrs""}","{""threshold"": 14.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Check if more than 18 turns occurred.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 18}","{""threshold"": 18}",True,True,True,True,True,True
Was the wait time within acceptable limits?,SYMBOLIC_TIME,time_implicit,"{""threshold"": 6, ""unit"": ""seconds""}",,False,False,False,False,False,False
Were there fewer than 17 messages?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Detect if 'retention' label exists.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""retention""}","{""subtype"": ""tag"", ""value"": ""retention""}",True,True,True,True,True,True
Is 'resolved' applied to this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""resolved""}","{""subtype"": ""tag"", ""value"": ""resolved""}",True,True,True,True,True,True
Was the 1 min response window honored?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 1, ""unit"": ""min""}","{""threshold"": 1.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Is this an 'legal' case?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""legal""}","{""subtype"": ""tag"", ""value"": ""legal""}",True,True,True,True,True,True
Was there a response within 28 sec?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 28, ""unit"": ""sec""}","{""threshold"": 28.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the conversation shorter or longer than 7 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 7}","{""threshold"": 7}",True,True,True,True,True,True
Was the conversation longer than 19 exchanges?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 19}","{""threshold"": 19}",True,True,True,True,True,True
Was the conversation longer than 6 exchanges?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
Was the customer left hanging for more than 5 min?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 5, ""unit"": ""min""}","{""threshold"": 5.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Identify 'duplicate' cases.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""duplicate""}","{""subtype"": ""tag"", ""value"": ""duplicate""}",True,True,True,True,True,True
Verify this came via whatsapp.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""whatsapp""}","{""subtype"": ""channel"", ""value"": ""whatsapp""}",True,True,True,True,True,True
Did ut go ovee 5 exchanges before rwachibg resolution?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 5}","{""threshold"": 5}",True,True,True,True,True,True
Detect if 'refund' label exists.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""refund""}","{""subtype"": ""tag"", ""value"": ""refund""}",True,True,True,True,True,True
track if the turnaround time surpassed 300 sec.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 300, ""unit"": ""sec""}","{""threshold"": 300.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Was the conversation shorter or longer than 5 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 5}","{""threshold"": 5}",True,True,True,True,True,True
Determine if the exchange surpassed 17 messages.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Check if tagged as 'spam'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""spam""}","{""subtype"": ""tag"", ""value"": ""spam""}",True,True,True,True,True,True
Did the turnaround on the first reply stay under 7 sec?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 7, ""unit"": ""sec""}","{""threshold"": 7.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Confirm the thread had fewer than 11 messages.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 11}","{""threshold"": 11}",True,True,True,True,True,True
Was the exchange completed within 12 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 12}","{""threshold"": 12}",True,True,True,True,True,True
Was 15 messages enough or did it go longer?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 15}","{""threshold"": 15}",True,True,True,True,True,True
Monitor for exchanges going beyond 19 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 19}","{""threshold"": 19}",True,True,True,True,True,True
Is this marked as 'vip'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""vip""}","{""subtype"": ""tag"", ""value"": ""vip""}",True,True,True,True,True,True
Pinpoint responses that came after 60 minutes.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 60, ""unit"": ""minutes""}","{""threshold"": 60.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
assess first-reply promptness.,SYMBOLIC_TIME,time_implicit,"{""threshold"": 3, ""unit"": ""seconds""}",,False,False,False,False,False,False
Was it tagged 'feature-request'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feature-request""}","{""subtype"": ""tag"", ""value"": ""feature-request""}",True,True,True,True,True,True
Verify the response was sent under 300 min.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 300, ""unit"": ""min""}","{""threshold"": 300.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Log conversations that passed 16 messages,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 16}","{""threshold"": 16}",True,True,True,True,True,True
Did it take more than 7 exchanges to resolve?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 7}","{""threshold"": 7}",True,True,True,True,True,True
Was it resolved in under 6 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
Was the response delivered before 18 hours passed?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 18, ""unit"": ""hours""}","{""threshold"": 18.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Monitor for exchanges going beyond 10 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 10}","{""threshold"": 10}",True,True,True,True,True,True
Was the thread longer than 50 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 50}","{""threshold"": 50}",True,True,True,True,True,True
Was the message count above 30?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 30}","{""threshold"": 30}",True,True,True,True,True,True
Were 6+ messages exchanged in this conversation?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
Record whether the customer waited beyond 1 seconds.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 1, ""unit"": ""seconds""}","{""threshold"": 1.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
was the issue resolved without unnecessary exchanges?,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 9}",,False,False,False,False,False,False
Is this a chat conversation?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""chat""}","{""subtype"": ""channel"", ""value"": ""chat""}",True,True,True,True,True,True
Inspect if the first reply came under 30 min.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 30, ""unit"": ""min""}","{""threshold"": 30.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did they get back to the customer within 16 sec?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 16, ""unit"": ""sec""}","{""threshold"": 16.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Track if the turnaround time surpassed 2 hrs.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 2, ""unit"": ""hrs""}","{""threshold"": 2.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Check if channel is whatsapp.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""whatsapp""}","{""subtype"": ""channel"", ""value"": ""whatsapp""}",True,True,True,True,True,True
Was the query addressed within 10 hrs?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 10, ""unit"": ""hrs""}","{""threshold"": 10.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the exchange exceed 8 messages?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 8}","{""threshold"": 8}",True,True,True,True,True,True
